Order ID,Order Date,CustomerName,State,City,Year,Month,Month Name,Quarter
B-25920,2018-12-24,Jayanti,Uttar Pradesh,Allahabad,2018,12,December,2018Q4
B-25921,2018-12-25,Sandra,Punjab,Amritsar,2018,12,December,2018Q4
B-25922,2018-12-26,Akshata,Gujarat,Surat,2018,12,December,2018Q4
B-25923,2018-12-27,Vishakha,Maharashtra,Mumbai,2018,12,December,2018Q4
B-25924,2018-12-28,Prajakta,Karnataka,Bangalore,2018,12,December,2018Q4
B-25925,2018-12-29,Shruti,Maharashtra,Mumbai,2018,12,December,2018Q4
B-25926,2018-12-30,Dipali,Madhya Pradesh,Indore,2018,12,December,2018Q4
B-25927,2018-12-31,Shreya,Uttar Pradesh,Lucknow,2018,12,December,2018Q4
B-25928,2019-01-01,Smriti,Bihar,Patna,2019,1,January,2019Q1
B-25929,2019-01-02,Girase,Kerala ,Thiruvananthapuram,2019,1,January,2019Q1
B-25930,2019-01-03,Monica,Punjab,Chandigarh,2019,1,January,2019Q1
B-25931,2019-01-04,Sidharth,Maharashtra,Mumbai,2019,1,January,2019Q1
B-25932,2019-01-04,Bhutekar,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25933,2019-01-04,Shikhar,Maharashtra,Mumbai,2019,1,January,2019Q1
B-25934,2019-01-04,Rahul,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25935,2019-01-04,Sudhir,Nagaland,Kohima,2019,1,January,2019Q1
B-25936,2019-01-05,Nikhil,Punjab,Chandigarh,2019,1,January,2019Q1
B-25937,2019-01-05,Ankit,Haryana,Chandigarh,2019,1,January,2019Q1
B-25938,2019-01-05,Shikhar,Himachal Pradesh,Simla,2019,1,January,2019Q1
B-25939,2019-01-05,Vineet,Sikkim,Gangtok,2019,1,January,2019Q1
B-25940,2019-01-06,Vivek,Goa,Goa,2019,1,January,2019Q1
B-25941,2019-01-07,Jaideep,Nagaland,Kohima,2019,1,January,2019Q1
B-25942,2019-01-08,Ankur,Andhra Pradesh,Hyderabad,2019,1,January,2019Q1
B-25943,2019-01-09,Shardul,Gujarat,Ahmedabad,2019,1,January,2019Q1
B-25944,2019-01-10,Syed,Maharashtra,Pune,2019,1,January,2019Q1
B-25945,2019-01-11,Mhatre,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25946,2019-01-12,Saurabh,Andhra Pradesh,Hyderabad,2019,1,January,2019Q1
B-25947,2019-01-13,Chetan,Gujarat,Ahmedabad,2019,1,January,2019Q1
B-25948,2019-01-13,Mukund,Maharashtra,Pune,2019,1,January,2019Q1
B-25949,2019-01-13,Shantanu,Maharashtra,Mumbai,2019,1,January,2019Q1
B-25950,2019-01-13,Shruti,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25951,2019-01-13,Jesal,West Bengal,Kolkata,2019,1,January,2019Q1
B-25952,2019-01-13,Priyanka,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25953,2019-01-14,Krutika,Andhra Pradesh,Hyderabad,2019,1,January,2019Q1
B-25954,2019-01-14,Trupti,Gujarat,Ahmedabad,2019,1,January,2019Q1
B-25955,2019-01-16,Soumya,Maharashtra,Pune,2019,1,January,2019Q1
B-25956,2019-01-17,Shreya,Maharashtra,Mumbai,2019,1,January,2019Q1
B-25957,2019-01-18,Mahima,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25958,2019-01-18,Aparajita,West Bengal,Kolkata,2019,1,January,2019Q1
B-25959,2019-01-18,Muskan,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25960,2019-01-18,Shreya,Andhra Pradesh,Hyderabad,2019,1,January,2019Q1
B-25961,2019-01-18,Surbhi,Gujarat,Ahmedabad,2019,1,January,2019Q1
B-25962,2019-01-19,Tejeswini,Maharashtra,Pune,2019,1,January,2019Q1
B-25963,2019-01-19,Pratiksha,Maharashtra,Mumbai,2019,1,January,2019Q1
B-25964,2019-01-20,Oshin,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25965,2019-01-21,Saloni,West Bengal,Kolkata,2019,1,January,2019Q1
B-25966,2019-01-21,Soumya,Rajasthan,Udaipur,2019,1,January,2019Q1
B-25967,2019-01-21,Komal,Uttar Pradesh,Allahabad,2019,1,January,2019Q1
B-25968,2019-01-21,Paromita,Punjab,Amritsar,2019,1,January,2019Q1
B-25969,2019-01-21,Shreyshi,Gujarat,Surat,2019,1,January,2019Q1
B-25970,2019-01-22,Rhea,Maharashtra,Mumbai,2019,1,January,2019Q1
B-25971,2019-01-22,Mitali,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25972,2019-01-23,Jesslyn,Rajasthan,Udaipur,2019,1,January,2019Q1
B-25973,2019-01-24,Seema,Uttar Pradesh,Allahabad,2019,1,January,2019Q1
B-25974,2019-01-25,Manisha,Rajasthan,Udaipur,2019,1,January,2019Q1
B-25975,2019-01-25,Priyanka,Uttar Pradesh,Allahabad,2019,1,January,2019Q1
B-25976,2019-01-25,Piyam,Punjab,Amritsar,2019,1,January,2019Q1
B-25977,2019-01-27,Aayushi,Gujarat,Surat,2019,1,January,2019Q1
B-25978,2019-01-27,Parin,Maharashtra,Mumbai,2019,1,January,2019Q1
B-25979,2019-01-27,Shivangi,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25980,2019-01-27,Shweta,Rajasthan,Udaipur,2019,1,January,2019Q1
B-25981,2019-01-28,Amruta,Delhi,Delhi,2019,1,January,2019Q1
B-25982,2019-01-29,Hemangi,Delhi,Delhi,2019,1,January,2019Q1
B-25983,2019-01-30,Atul,Delhi,Delhi,2019,1,January,2019Q1
B-25984,2019-01-30,Kajal,Delhi,Delhi,2019,1,January,2019Q1
B-25985,2019-01-31,Ginny,Madhya Pradesh,Indore,2019,1,January,2019Q1
B-25986,2019-01-31,Shweta,Rajasthan,Udaipur,2019,1,January,2019Q1
B-25987,2019-01-31,Manjiri,Delhi,Delhi,2019,1,January,2019Q1
B-25988,2019-01-31,Nirja,Delhi,Delhi,2019,1,January,2019Q1
B-25989,2019-02-01,Anjali,Delhi,Delhi,2019,2,February,2019Q1
B-25990,2019-02-02,Mugdha,Delhi,Delhi,2019,2,February,2019Q1
B-25991,2019-02-03,Mansi,Madhya Pradesh,Indore,2019,2,February,2019Q1
B-25992,2019-02-03,Gaurav,Rajasthan,Udaipur,2019,2,February,2019Q1
B-25993,2019-02-03,Harshal,Delhi,Delhi,2019,2,February,2019Q1
B-25994,2019-02-03,Omkar,Delhi,Delhi,2019,2,February,2019Q1
B-25995,2019-02-04,Yohann,Delhi,Delhi,2019,2,February,2019Q1
B-25996,2019-02-04,Prashant,Delhi,Delhi,2019,2,February,2019Q1
B-25997,2019-02-04,Yogesh,Madhya Pradesh,Indore,2019,2,February,2019Q1
B-25998,2019-02-04,Anmol,Rajasthan,Udaipur,2019,2,February,2019Q1
B-25999,2019-02-05,Diwakar,Delhi,Delhi,2019,2,February,2019Q1
B-26000,2019-02-06,Shubham,Delhi,Delhi,2019,2,February,2019Q1
B-26001,2019-02-07,Patil,Delhi,Delhi,2019,2,February,2019Q1
B-26002,2019-02-08,Harsh,Delhi,Delhi,2019,2,February,2019Q1
B-26003,2019-02-08,Hitesh,Madhya Pradesh,Bhopal,2019,2,February,2019Q1
B-26004,2019-02-08,Nandita,Rajasthan,Jaipur,2019,2,February,2019Q1
B-26005,2019-02-08,Parnavi,West Bengal,Kolkata,2019,2,February,2019Q1
B-26006,2019-02-09,Arpita,Karnataka,Bangalore,2019,2,February,2019Q1
B-26007,2019-02-09,Shubham,Jammu and Kashmir,Kashmir,2019,2,February,2019Q1
B-26008,2019-02-09,Kalyani,Tamil Nadu,Chennai,2019,2,February,2019Q1
B-26009,2019-02-10,Komal,Uttar Pradesh,Lucknow,2019,2,February,2019Q1
B-26010,2019-02-11,Kartikay,Bihar,Patna,2019,2,February,2019Q1
B-26011,2019-02-12,Bharat,Gujarat,Ahmedabad,2019,2,February,2019Q1
B-26012,2019-02-13,Pearl,Maharashtra,Pune,2019,2,February,2019Q1
B-26013,2019-02-13,Jahan,Madhya Pradesh,Bhopal,2019,2,February,2019Q1
B-26014,2019-02-13,Divsha,Rajasthan,Jaipur,2019,2,February,2019Q1
B-26015,2019-02-14,Kasheen,West Bengal,Kolkata,2019,2,February,2019Q1
B-26016,2019-02-14,Hazel,Karnataka,Bangalore,2019,2,February,2019Q1
B-26017,2019-02-14,Sonakshi,Jammu and Kashmir,Kashmir,2019,2,February,2019Q1
B-26018,2019-02-14,Aarushi,Tamil Nadu,Chennai,2019,2,February,2019Q1
B-26019,2019-02-15,Jitesh,Uttar Pradesh,Lucknow,2019,2,February,2019Q1
B-26020,2019-02-16,Yogesh,Bihar,Patna,2019,2,February,2019Q1
B-26021,2019-02-17,Anita,Kerala ,Thiruvananthapuram,2019,2,February,2019Q1
B-26022,2019-02-18,Shrichand,Punjab,Chandigarh,2019,2,February,2019Q1
B-26023,2019-02-19,Mukesh,Haryana,Chandigarh,2019,2,February,2019Q1
B-26024,2019-02-19,Vandana,Himachal Pradesh,Simla,2019,2,February,2019Q1
B-26025,2019-02-19,Bhavna,Sikkim,Gangtok,2019,2,February,2019Q1
B-26026,2019-02-19,Kanak,Goa,Goa,2019,2,February,2019Q1
B-26027,2019-02-20,Sagar,Nagaland,Kohima,2019,2,February,2019Q1
B-26028,2019-02-20,Manju,Andhra Pradesh,Hyderabad,2019,2,February,2019Q1
B-26029,2019-02-20,Ramesh,Gujarat,Ahmedabad,2019,2,February,2019Q1
B-26030,2019-02-21,Sarita,Maharashtra,Pune,2019,2,February,2019Q1
B-26031,2019-02-22,Deepak,Madhya Pradesh,Bhopal,2019,2,February,2019Q1
B-26032,2019-02-22,Monisha,Rajasthan,Jaipur,2019,2,February,2019Q1
B-26033,2019-02-22,Atharv,West Bengal,Kolkata,2019,2,February,2019Q1
B-26034,2019-02-23,Vini,Karnataka,Bangalore,2019,2,February,2019Q1
B-26035,2019-02-23,Pinky,Jammu and Kashmir,Kashmir,2019,2,February,2019Q1
B-26036,2019-02-23,Bhishm,Maharashtra,Mumbai,2019,2,February,2019Q1
B-26037,2019-02-23,Hitika,Madhya Pradesh,Indore,2019,2,February,2019Q1
B-26038,2019-02-24,Pooja,Bihar,Patna,2019,2,February,2019Q1
B-26039,2019-02-25,Hemant,Kerala ,Thiruvananthapuram,2019,2,February,2019Q1
B-26040,2019-02-26,Sahil,Punjab,Chandigarh,2019,2,February,2019Q1
B-26041,2019-02-27,Ritu,Haryana,Chandigarh,2019,2,February,2019Q1
B-26042,2019-02-28,Manish,Himachal Pradesh,Simla,2019,2,February,2019Q1
B-26043,2019-03-01,Amit,Sikkim,Gangtok,2019,3,March,2019Q1
B-26044,2019-03-02,Sanjay,Goa,Goa,2019,3,March,2019Q1
B-26045,2019-03-03,Nidhi,Nagaland,Kohima,2019,3,March,2019Q1
B-26046,2019-03-04,Nishi,Maharashtra,Mumbai,2019,3,March,2019Q1
B-26047,2019-03-04,Ashmi,Madhya Pradesh,Indore,2019,3,March,2019Q1
B-26048,2019-03-04,Parth,Maharashtra,Pune,2019,3,March,2019Q1
B-26049,2019-03-05,Lisha,Madhya Pradesh,Bhopal,2019,3,March,2019Q1
B-26050,2019-03-06,Paridhi,Rajasthan,Jaipur,2019,3,March,2019Q1
B-26051,2019-03-07,Parishi,West Bengal,Kolkata,2019,3,March,2019Q1
B-26052,2019-03-08,Ajay,Karnataka,Bangalore,2019,3,March,2019Q1
B-26053,2019-03-09,Kirti,Jammu and Kashmir,Kashmir,2019,3,March,2019Q1
B-26054,2019-03-10,Mayank,Maharashtra,Mumbai,2019,3,March,2019Q1
B-26055,2019-03-10,Yaanvi,Madhya Pradesh,Indore,2019,3,March,2019Q1
B-26056,2019-03-10,Sonal,Bihar,Patna,2019,3,March,2019Q1
B-26057,2019-03-10,Sharda,Kerala ,Thiruvananthapuram,2019,3,March,2019Q1
B-26058,2019-03-11,Aditya,Punjab,Chandigarh,2019,3,March,2019Q1
B-26059,2019-03-12,Rachna,Haryana,Chandigarh,2019,3,March,2019Q1
B-26060,2019-03-13,Chirag,Maharashtra,Mumbai,2019,3,March,2019Q1
B-26061,2019-03-14,Anurag,Madhya Pradesh,Indore,2019,3,March,2019Q1
B-26062,2019-03-15,Tushina,Goa,Goa,2019,3,March,2019Q1
B-26063,2019-03-15,Farah,Nagaland,Kohima,2019,3,March,2019Q1
B-26064,2019-03-16,Ankita,Maharashtra,Mumbai,2019,3,March,2019Q1
B-26065,2019-03-16,Nida,Madhya Pradesh,Indore,2019,3,March,2019Q1
B-26066,2019-03-16,Priyanka,Maharashtra,Pune,2019,3,March,2019Q1
B-26067,2019-03-16,Tulika,Madhya Pradesh,Bhopal,2019,3,March,2019Q1
B-26068,2019-03-16,Shefali,Rajasthan,Jaipur,2019,3,March,2019Q1
B-26069,2019-03-17,Sanskriti,West Bengal,Kolkata,2019,3,March,2019Q1
B-26070,2019-03-18,Shruti,Karnataka,Bangalore,2019,3,March,2019Q1
B-26071,2019-03-19,Subhashree,Jammu and Kashmir,Kashmir,2019,3,March,2019Q1
B-26072,2019-03-20,Sweta,Maharashtra,Mumbai,2019,3,March,2019Q1
B-26073,2019-03-21,Pournamasi,Madhya Pradesh,Indore,2019,3,March,2019Q1
B-26074,2019-03-21,Bharat,Gujarat,Ahmedabad,2019,3,March,2019Q1
B-26075,2019-03-21,Pearl,Maharashtra,Pune,2019,3,March,2019Q1
B-26076,2019-03-21,Jahan,Madhya Pradesh,Bhopal,2019,3,March,2019Q1
B-26077,2019-03-22,Divsha,Rajasthan,Jaipur,2019,3,March,2019Q1
B-26078,2019-03-22,Kasheen,West Bengal,Kolkata,2019,3,March,2019Q1
B-26079,2019-03-22,Hazel,Karnataka,Bangalore,2019,3,March,2019Q1
B-26080,2019-03-22,Sonakshi,Jammu and Kashmir,Kashmir,2019,3,March,2019Q1
B-26081,2019-03-22,Aarushi,Tamil Nadu,Chennai,2019,3,March,2019Q1
B-26082,2019-03-23,Jitesh,Uttar Pradesh,Lucknow,2019,3,March,2019Q1
B-26083,2019-03-24,Yogesh,Bihar,Patna,2019,3,March,2019Q1
B-26084,2019-03-25,Anita,Kerala ,Thiruvananthapuram,2019,3,March,2019Q1
B-26085,2019-03-26,Shrichand,Punjab,Chandigarh,2019,3,March,2019Q1
B-26086,2019-03-26,Mukesh,Haryana,Chandigarh,2019,3,March,2019Q1
B-26087,2019-03-26,Vandana,Himachal Pradesh,Simla,2019,3,March,2019Q1
B-26088,2019-03-26,Bhavna,Sikkim,Gangtok,2019,3,March,2019Q1
B-26089,2019-03-26,Kanak,Goa,Goa,2019,3,March,2019Q1
B-26090,2019-03-27,Sagar,Nagaland,Kohima,2019,3,March,2019Q1
B-26091,2019-03-27,Manju,Andhra Pradesh,Hyderabad,2019,3,March,2019Q1
B-26092,2019-03-27,Ramesh,Gujarat,Ahmedabad,2019,3,March,2019Q1
B-26093,2019-03-27,Sarita,Maharashtra,Pune,2019,3,March,2019Q1
B-26094,2019-03-27,Deepak,Madhya Pradesh,Bhopal,2019,3,March,2019Q1
B-26095,2019-03-28,Monisha,Rajasthan,Jaipur,2019,3,March,2019Q1
B-26096,2019-03-28,Atharv,West Bengal,Kolkata,2019,3,March,2019Q1
B-26097,2019-03-28,Vini,Karnataka,Bangalore,2019,3,March,2019Q1
B-26098,2019-03-29,Pinky,Jammu and Kashmir,Kashmir,2019,3,March,2019Q1
B-26099,2019-03-30,Bhishm,Maharashtra,Mumbai,2019,3,March,2019Q1
B-26100,2019-03-31,Hitika,Madhya Pradesh,Indore,2019,3,March,2019Q1
